Datetime,Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Year,Month,Day,Hour,Weekday,Station,Latitude,Longitude
2004-07-05 16:00:00,05/07/2004,16:00:00,1.7559367645188306,1087.0,275.75928002100255,11.468419754925229,1018.0,135.2018285176015,791.0,128.29226402028846,1624.0,883.0,40.1,16.1,1.1699,2004,7,5,16,0,Venice,45.4408,12.3155
2004-07-05 17:00:00,05/07/2004,17:00:00,2.902529692083276,1269.0,288.01147884174884,18.326789403619216,1269.0,171.09120708943738,633.0,176.92191903592285,1942.0,1221.0,39.3,18.9,1.3251,2004,7,5,17,0,Venice,45.4408,12.3155
2004-07-05 18:00:00,05/07/2004,18:00:00,4.503952083759707,1328.0,268.0033106652384,24.354054884289237,1405.0,314.61145619156343,584.0,208.87927285689534,2072.0,1518.0,37.3,19.9,1.2437,2004,7,5,18,0,Venice,45.4408,12.3155
2004-07-05 19:00:00,05/07/2004,19:00:00,3.624394770833154,1200.0,268.9026169495179,18.17570718792155,1270.0,241.94403456745866,654.0,168.6139048967473,1906.0,1264.0,33.6,22.9,1.1747,2004,7,5,19,0,Venice,45.4408,12.3155
2004-07-05 20:00:00,05/07/2004,20:00:00,2.393968143060007,1098.0,268.3248368214298,13.548380302582483,1105.0,144.72920410640168,732.0,122.18225241623318,1768.0,1061.0,30.7,28.9,1.2501,2004,7,5,20,0,Venice,45.4408,12.3155
2004-07-05 21:00:00,05/07/2004,21:00:00,1.8770350400690663,1058.0,272.93041991781195,10.609080827079433,1004.0,93.94702759104364,776.0,101.60471250097285,1684.0,947.0,28.8,32.8,1.2776,2004,7,5,21,0,Venice,45.4408,12.3155
2004-07-05 22:00:00,05/07/2004,22:00:00,1.8985233378711002,1081.0,262.7285234088239,11.586359227760967,1025.0,108.44300592366184,738.0,100.81426215557899,1757.0,1059.0,27.3,36.8,1.3207,2004,7,5,22,0,Venice,45.4408,12.3155
2004-07-05 23:00:00,05/07/2004,23:00:00,1.9596742092892958,1062.0,261.6765291747021,9.192810811678571,962.0,103.07610449064812,776.0,106.0258587552312,1674.0,1030.0,26.2,39.7,1.3249,2004,7,5,23,0,Venice,45.4408,12.3155
2004-07-06 00:00:00,06/07/2004,00:00:00,1.9312549666217447,1078.0,275.35778594672587,9.795882172447142,971.0,101.89549987166319,752.0,103.30402168136105,1694.0,1065.0,25.4,43.0,1.37,2004,7,6,0,1,Venice,45.4408,12.3155
2004-07-06 01:00:00,06/07/2004,01:00:00,0.9328308457025009,917.0,275.74306243230143,5.0827731598392605,761.0,56.27832781504616,931.0,72.43232484222612,1497.0,893.0,25.8,41.0,1.3461,2004,7,6,1,1,Venice,45.4408,12.3155
2004-07-06 02:00:00,06/07/2004,02:00:00,0.7245916278920929,881.0,273.844967939437,4.221790806626499,718.0,43.67118421766704,965.0,60.22327445373488,1510.0,837.0,23.3,48.4,1.3677,2004,7,6,2,1,Venice,45.4408,12.3155
2004-07-06 03:00:00,06/07/2004,03:00:00,0.6088987544905674,865.0,265.71338885737856,3.369080727007375,671.0,33.62262160757897,1012.0,49.265528609702145,1477.0,807.0,23.5,47.8,1.3607,2004,7,6,3,1,Venice,45.4408,12.3155
2004-07-06 04:00:00,06/07/2004,04:00:00,0.41545224860204355,829.0,275.8558099404516,2.190417492901134,602.0,23.38456137701622,1123.0,37.780192406310796,1410.0,596.0,23.5,46.7,1.3361,2004,7,6,4,1,Venice,45.4408,12.3155
2004-07-06 05:00:00,06/07/2004,05:00:00,0.7127752626066822,913.0,279.1951998976183,4.437245454110554,743.0,63.32515861000668,931.0,64.99663708299181,1540.0,884.0,21.8,52.3,1.3539,2004,7,6,5,1,Venice,45.4408,12.3155
2004-07-06 06:00:00,06/07/2004,06:00:00,1.6366355431047834,1077.0,261.4635985639222,9.759026351311684,985.0,159.99957269917667,742.0,97.9048461632705,1780.0,1170.0,21.8,52.5,1.3529,2004,7,6,6,1,Venice,45.4408,12.3155
2004-07-06 07:00:00,06/07/2004,07:00:00,3.823952765269231,1337.0,277.7963588686031,22.81656940282264,1386.0,285.58570712076653,565.0,120.33276816339108,2196.0,1596.0,22.9,49.1,1.3546,2004,7,6,7,1,Venice,45.4408,12.3155
2004-07-06 08:00:00,06/07/2004,08:00:00,5.214228492768727,1467.0,282.2267378206755,31.949255950967263,1575.0,381.415118342467,472.0,143.4023483557726,2460.0,1873.0,24.9,43.3,1.3422,2004,7,6,8,1,Venice,45.4408,12.3155
2004-07-06 09:00:00,06/07/2004,09:00:00,3.567784895785752,1257.0,269.9402284619983,16.80029587889978,1227.0,306.6026764064539,611.0,159.75237674804518,1954.0,1608.0,26.7,39.4,1.3556,2004,7,6,9,1,Venice,45.4408,12.3155
2004-07-06 10:00:00,06/07/2004,10:00:00,2.5891039487872427,1227.0,275.75419398628975,14.713224864212973,1125.0,237.56393664607572,675.0,140.3954425716341,1835.0,1470.0,30.5,32.9,1.4135,2004,7,6,10,1,Venice,45.4408,12.3155
2004-07-06 11:00:00,06/07/2004,11:00:00,2.295329426191946,1188.0,276.73596580770584,13.846548162997887,1108.0,171.74821758419125,693.0,133.27960028392022,1818.0,1275.0,34.2,27.2,1.4404,2004,7,6,11,1,Venice,45.4408,12.3155
2004-07-06 12:00:00,06/07/2004,12:00:00,3.5384176575031536,1301.0,271.3113718849792,18.786393379962682,1276.0,269.8384290271249,631.0,172.825978137403,1953.0,1407.0,38.2,20.9,1.3701,2004,7,6,12,1,Venice,45.4408,12.3155
2004-07-06 13:00:00,06/07/2004,13:00:00,3.47904254961604,1201.0,261.71442705430377,20.17213485772874,1278.0,271.77790635684863,657.0,167.35924531147006,1892.0,1302.0,39.6,16.9,1.2028,2004,7,6,13,1,Venice,45.4408,12.3155
2004-07-06 14:00:00,06/07/2004,14:00:00,1.8754156722311763,1058.0,287.4293887292533,11.13294212417719,1026.0,166.39051607737235,794.0,138.24238317427037,1622.0,931.0,39.9,15.8,1.141,2004,7,6,14,1,Venice,45.4408,12.3155
2004-07-06 15:00:00,06/07/2004,15:00:00,2.0773452432038604,1037.0,285.5699166550564,12.64147115881334,1075.0,173.14443907353626,789.0,153.1317484025384,1604.0,917.0,40.2,13.9,1.02,2004,7,6,15,1,Venice,45.4408,12.3155
2004-07-06 16:00:00,06/07/2004,16:00:00,2.398835461129331,1055.0,268.137972631242,15.651289543600399,1157.0,214.67535899280747,762.0,165.4692270178126,1674.0,985.0,39.6,13.2,0.9332,2004,7,6,16,1,Venice,45.4408,12.3155
2004-07-06 17:00:00,06/07/2004,17:00:00,3.7966601061452216,1179.0,285.206852654223,21.779774717384992,1364.0,295.8445242017586,661.0,191.10946163126746,1845.0,1265.0,39.5,12.6,0.8894,2004,7,6,17,1,Venice,45.4408,12.3155
2004-07-06 18:00:00,06/07/2004,18:00:00,4.588759636481032,1298.0,284.9412645987055,25.940741960793336,1430.0,325.2502451769465,632.0,203.32731281427297,1946.0,2475.0,37.9,13.9,0.9015,2004,7,6,18,1,Venice,45.4408,12.3155
2004-07-06 19:00:00,06/07/2004,19:00:00,4.066817324607147,1213.0,281.2389425860954,20.94172242605626,1327.0,250.5247693644907,654.0,162.34328193091721,1864.0,2021.0,34.2,17.9,0.9444,2004,7,6,19,1,Venice,45.4408,12.3155
2004-07-06 20:00:00,06/07/2004,20:00:00,4.064647078809136,1233.0,283.65013351072037,22.953063195858462,1398.0,226.36948900690527,613.0,166.0647122641162,1975.0,1834.0,32.6,20.6,0.9939,2004,7,6,20,1,Venice,45.4408,12.3155
2004-07-06 21:00:00,06/07/2004,21:00:00,2.482372659611734,1086.0,266.09933021689204,14.284077623719867,1145.0,146.98124349022484,737.0,122.7638195589239,1717.0,1426.0,30.4,23.2,0.9889,2004,7,6,21,1,Venice,45.4408,12.3155
2004-07-06 22:00:00,06/07/2004,22:00:00,2.042431940109137,1056.0,270.4922466069308,12.331221110539786,1078.0,136.65629472529045,765.0,105.9906539574805,1668.0,1272.0,28.8,25.1,0.9793,2004,7,6,22,1,Venice,45.4408,12.3155
2004-07-06 23:00:00,06/07/2004,23:00:00,2.490650493924511,1138.0,273.365756690942,14.566061558913338,1128.0,131.0961143584459,681.0,115.17267257942171,1737.0,1490.0,27.8,29.9,1.1018,2004,7,6,23,1,Venice,45.4408,12.3155
2004-07-07 00:00:00,07/07/2004,00:00:00,2.003236224334147,1112.0,262.82830424783657,13.988293522253056,1128.0,116.10005101713675,675.0,98.98797488921116,1771.0,1440.0,26.9,32.6,1.1381,2004,7,7,0,2,Venice,45.4408,12.3155
2004-07-07 01:00:00,07/07/2004,01:00:00,1.5943339080609897,992.0,285.7696359367212,9.183014115132895,948.0,108.16612129734789,773.0,90.83532562250439,1609.0,1271.0,26.3,33.7,1.1377,2004,7,7,1,2,Venice,45.4408,12.3155
2004-07-07 02:00:00,07/07/2004,02:00:00,0.8385021629565357,895.0,286.9094837029977,5.0776068833454975,767.0,57.673400668125545,931.0,71.74024462942941,1463.0,985.0,25.7,33.9,1.1065,2004,7,7,2,2,Venice,45.4408,12.3155
2004-07-07 03:00:00,07/07/2004,03:00:00,0.5051536740631345,843.0,282.99132844933916,3.0923235465171937,655.0,39.887501037526405,1046.0,58.02236036338743,1377.0,826.0,24.8,36.0,1.1109,2004,7,7,3,2,Venice,45.4408,12.3155
2004-07-07 04:00:00,07/07/2004,04:00:00,0.41584610640548547,828.0,267.3820718846597,2.4930106091469564,626.0,26.471858572154154,1073.0,44.01086834422464,1362.0,754.0,25.5,34.6,1.1096,2004,7,7,4,2,Venice,45.4408,12.3155
2004-07-07 05:00:00,07/07/2004,05:00:00,0.5003833558644487,894.0,275.2434757047698,3.833387546192743,709.0,45.75640041864998,997.0,54.65006815301902,1432.0,853.0,24.0,37.8,1.1077,2004,7,7,5,2,Venice,45.4408,12.3155
2004-07-07 06:00:00,07/07/2004,06:00:00,1.2503778257787432,1072.0,284.1331464825141,10.081183622723357,976.0,143.0895662070407,740.0,89.6219322857126,1673.0,1340.0,23.9,39.3,1.1522,2004,7,7,6,2,Venice,45.4408,12.3155
2004-07-07 07:00:00,07/07/2004,07:00:00,4.270476632945329,1425.0,279.67736391623475,26.786832273304807,1486.0,373.85223280112893,512.0,137.31598371562055,2305.0,1869.0,24.8,38.4,1.1808,2004,7,7,7,2,Venice,45.4408,12.3155
2004-07-07 08:00:00,07/07/2004,08:00:00,4.248243420785605,1428.0,285.7341857026283,26.876731403255576,1500.0,360.60907159191464,496.0,141.70663647553965,2275.0,2021.0,26.9,34.4,1.2036,2004,7,7,8,2,Venice,45.4408,12.3155
2004-07-07 09:00:00,07/07/2004,09:00:00,4.175548183280583,1359.0,283.3960014348657,25.20605239045908,1415.0,392.56488122773277,572.0,196.96483963728926,2081.0,1902.0,29.6,28.7,1.1706,2004,7,7,9,2,Venice,45.4408,12.3155
2004-07-07 10:00:00,07/07/2004,10:00:00,2.2529925973925096,1182.0,261.3507229538754,14.821474383051102,1122.0,260.2268666545997,730.0,168.3180874717157,1707.0,1527.0,34.6,21.1,1.1398,2004,7,7,10,2,Venice,45.4408,12.3155
2004-07-07 11:00:00,07/07/2004,11:00:00,2.086633418442865,1117.0,266.43185679754964,12.481872555660367,1045.0,210.62061674301623,761.0,161.44908817083996,1623.0,1260.0,38.3,17.0,1.1216,2004,7,7,11,2,Venice,45.4408,12.3155
2004-07-07 12:00:00,07/07/2004,12:00:00,2.0645368131245747,1119.0,269.1111858947385,13.070988311863527,1088.0,150.08655353624292,741.0,141.98560791179673,1640.0,1124.0,40.4,14.5,1.0736,2004,7,7,12,2,Venice,45.4408,12.3155
2004-07-07 13:00:00,07/07/2004,13:00:00,2.117686511169051,1068.0,269.05068864262034,14.949796876525962,1152.0,202.08341998502686,739.0,145.3959470505923,1683.0,1309.0,42.6,9.6,0.8012,2004,7,7,13,2,Venice,45.4408,12.3155
2004-07-07 14:00:00,07/07/2004,14:00:00,2.1914699065689303,1090.0,280.20813619465224,14.40690009543699,1120.0,204.71725763259326,743.0,134.68465061444178,1629.0,1283.0,42.5,10.2,0.8478,2004,7,7,14,2,Venice,45.4408,12.3155
2004-07-07 15:00:00,07/07/2004,15:00:00,1.8456343056552924,1056.0,265.5829205455942,11.540557337588572,1024.0,162.83731728114634,792.0,115.30988428451751,1555.0,1068.0,41.0,11.6,0.8872,2004,7,7,15,2,Venice,45.4408,12.3155
2004-07-07 16:00:00,07/07/2004,16:00:00,1.8816137885805129,1098.0,285.9396234066856,10.724901779782309,1007.0,123.51546830962133,799.0,114.94544059755286,1546.0,937.0,41.3,13.0,1.0154,2004,7,7,16,2,Venice,45.4408,12.3155
2004-07-07 17:00:00,07/07/2004,17:00:00,3.4637575891891372,1318.0,281.23969708917565,22.10720603577505,1339.0,233.39007795235426,635.0,172.8312711613649,1925.0,1416.0,39.2,14.5,1.0106,2004,7,7,17,2,Venice,45.4408,12.3155
2004-07-07 18:00:00,07/07/2004,18:00:00,4.239623437947639,1348.0,285.9226383614832,21.183184238480205,1347.0,361.3429835020217,599.0,222.7558043837054,1903.0,1611.0,36.9,17.9,1.096,2004,7,7,18,2,Venice,45.4408,12.3155
2004-07-07 19:00:00,07/07/2004,19:00:00,5.051748622346248,1502.0,270.11699119553236,29.53435019859797,1546.0,347.24795250718506,538.0,224.16396522829993,2199.0,1919.0,35.6,20.4,1.1646,2004,7,7,19,2,Venice,45.4408,12.3155
2004-07-07 20:00:00,07/07/2004,20:00:00,4.208579445657982,1373.0,283.8446123838344,21.745657818951862,1364.0,280.4016564587082,597.0,183.8382721954212,2005.0,1745.0,33.7,22.6,1.1658,2004,7,7,20,2,Venice,45.4408,12.3155
2004-07-07 21:00:00,07/07/2004,21:00:00,3.5998912126636338,1397.0,262.7213746547629,21.84668265587836,1346.0,217.93875178650958,580.0,167.76001461620604,2017.0,1837.0,31.5,27.8,1.2671,2004,7,7,21,2,Venice,45.4408,12.3155
2004-07-07 22:00:00,07/07/2004,22:00:00,2.4482237968581044,1286.0,287.2596051367043,17.687179183763874,1214.0,164.5460633944664,620.0,131.647623996171,1880.0,1759.0,31.1,29.3,1.3055,2004,7,7,22,2,Venice,45.4408,12.3155
2004-07-07 23:00:00,07/07/2004,23:00:00,2.0473135625242005,1222.0,261.3595036441292,15.038782551986682,1161.0,165.9055176965931,661.0,116.7174358888468,1827.0,1593.0,30.2,30.9,1.3026,2004,7,7,23,2,Venice,45.4408,12.3155
2004-07-08 00:00:00,08/07/2004,00:00:00,1.1690217709713029,1069.0,280.11782917722434,9.888279377046727,983.0,89.70062183431857,749.0,86.08157987637554,1627.0,1357.0,29.8,30.2,1.2502,2004,7,8,0,3,Venice,45.4408,12.3155
2004-07-08 01:00:00,08/07/2004,01:00:00,0.8797627443479896,1011.0,280.3541678998743,7.528742892311714,864.0,64.88461070093933,809.0,80.12762359210794,1532.0,1231.0,28.4,32.5,1.2361,2004,7,8,1,3,Venice,45.4408,12.3155
2004-07-08 02:00:00,08/07/2004,02:00:00,0.6110242702197339,962.0,282.398705674483,5.70160507061077,803.0,41.946873453851076,853.0,61.42389019369827,1507.0,1066.0,27.5,34.0,1.231,2004,7,8,2,3,Venice,45.4408,12.3155
2004-07-08 03:00:00,08/07/2004,03:00:00,0.512315279744492,919.0,268.7985627734988,4.091444409780704,723.0,43.35095035962113,910.0,58.38105363230787,1443.0,992.0,26.8,35.3,1.2243,2004,7,8,3,3,Venice,45.4408,12.3155
2004-07-08 04:00:00,08/07/2004,04:00:00,0.54845372373586,969.0,283.0561530842429,5.03485477072065,769.0,44.12993428356021,866.0,61.11755836663135,1485.0,1063.0,24.5,40.4,1.2251,2004,7,8,4,3,Venice,45.4408,12.3155
2004-07-08 05:00:00,08/07/2004,05:00:00,0.5867838665571017,986.0,265.9137942537889,5.641664066378108,784.0,64.89909826247346,839.0,74.51089887069357,1503.0,1204.0,25.6,38.8,1.2545,2004,7,8,5,3,Venice,45.4408,12.3155
2004-07-08 06:00:00,08/07/2004,06:00:00,0.5996025905881034,990.0,279.3558523270598,6.366612993111269,821.0,54.5473573610622,848.0,62.85557915922864,1511.0,1079.0,27.5,34.6,1.2518,2004,7,8,6,3,Venice,45.4408,12.3155
2004-07-08 07:00:00,08/07/2004,07:00:00,2.203375236726824,1296.0,287.17399263964677,17.700603691906032,1208.0,228.604755183903,603.0,120.00913633602403,1914.0,1593.0,25.9,37.4,1.2289,2004,7,8,7,3,Venice,45.4408,12.3155
2004-07-08 08:00:00,08/07/2004,08:00:00,3.3014938315655367,1371.0,283.5016525266542,22.226855271827176,1384.0,217.8033546078373,545.0,121.62088089117837,2082.0,1745.0,28.5,32.5,1.2441,2004,7,8,8,3,Venice,45.4408,12.3155
2004-07-08 09:00:00,08/07/2004,09:00:00,2.925609794664311,1385.0,278.88230313467864,18.05955527872464,1240.0,289.2208924075702,596.0,161.3814865744688,1919.0,1847.0,29.5,32.7,1.3229,2004,7,8,9,3,Venice,45.4408,12.3155
2004-07-08 10:00:00,08/07/2004,10:00:00,2.6143026470472073,1381.0,282.4869995906248,17.82381725949818,1227.0,315.27239279594494,595.0,164.19272557510138,1903.0,1845.0,29.8,33.1,1.3693,2004,7,8,10,3,Venice,45.4408,12.3155
2004-07-08 11:00:00,08/07/2004,11:00:00,3.2916367197164442,1396.0,276.7535215608227,19.971251604245197,1306.0,370.3212088545779,587.0,198.35990555817017,1934.0,1886.0,33.4,26.8,1.3586,2004,7,8,11,3,Venice,45.4408,12.3155
2004-07-08 12:00:00,08/07/2004,12:00:00,1.4133823793958453,1070.0,285.58577936200567,10.834747980542751,1000.0,145.15032203363634,801.0,109.53556443042828,1538.0,1039.0,40.3,15.8,1.1604,2004,7,8,12,3,Venice,45.4408,12.3155
2004-07-08 13:00:00,08/07/2004,13:00:00,1.240775607215348,1076.0,266.0681337907656,9.64410246532718,972.0,107.15382356509093,819.0,104.9859880625364,1525.0,923.0,41.8,15.0,1.1989,2004,7,8,13,3,Venice,45.4408,12.3155
2004-07-08 14:00:00,08/07/2004,14:00:00,1.4400595849516862,1126.0,269.6936880090035,10.322877236089314,1004.0,97.26505131548525,788.0,103.45854251160885,1609.0,926.0,41.1,15.7,1.2071,2004,7,8,14,3,Venice,45.4408,12.3155
2004-07-08 15:00:00,08/07/2004,15:00:00,2.0442632558448386,1225.0,273.12862818678957,16.4735967672355,1196.0,151.7408971014677,673.0,146.8933872300996,1775.0,1277.0,41.9,14.8,1.1944,2004,7,8,15,3,Venice,45.4408,12.3155
2004-07-08 16:00:00,08/07/2004,16:00:00,2.2953339202728222,1202.0,264.6557093438745,17.736125384286378,1206.0,219.57311260060362,671.0,167.34968331350515,1807.0,1301.0,40.9,14.6,1.114,2004,7,8,16,3,Venice,45.4408,12.3155
2004-07-08 17:00:00,08/07/2004,17:00:00,3.039296358193837,1308.0,286.2748539648081,21.3294168811712,1310.0,241.43839151568682,628.0,207.83309131918492,1891.0,1385.0,39.1,16.9,1.1705,2004,7,8,17,3,Venice,45.4408,12.3155
2004-07-08 18:00:00,08/07/2004,18:00:00,3.651353356533544,1440.0,274.1166922675715,18.466249953033937,1281.0,262.07106527622074,580.0,175.4759885674871,2021.0,1474.0,36.4,27.3,1.6308,2004,7,8,18,3,Venice,45.4408,12.3155
2004-07-08 19:00:00,08/07/2004,19:00:00,5.222856472674984,1611.0,283.3270182401277,29.38534530979933,1552.0,315.6546220008722,487.0,196.12784871061106,2371.0,1948.0,34.9,29.3,1.611,2004,7,8,19,3,Venice,45.4408,12.3155
2004-07-08 20:00:00,08/07/2004,20:00:00,4.561242473320032,1387.0,264.69577171432553,24.847229225761097,1419.0,304.3474888612852,559.0,198.35376990226123,2113.0,1677.0,33.6,26.4,1.3515,2004,7,8,20,3,Venice,45.4408,12.3155
2004-07-08 21:00:00,08/07/2004,21:00:00,2.9611786501815454,1268.0,274.2823685996171,16.76585433668669,1206.0,210.3477138556072,648.0,138.14031619616446,1900.0,1434.0,32.2,27.6,1.3044,2004,7,8,21,3,Venice,45.4408,12.3155
2004-07-08 22:00:00,08/07/2004,22:00:00,2.5277804484563413,1237.0,283.5716464908561,16.070672882037794,1175.0,167.7483929652243,660.0,123.56064881609386,1834.0,1424.0,30.5,29.7,1.2742,2004,7,8,22,3,Venice,45.4408,12.3155
2004-07-08 23:00:00,08/07/2004,23:00:00,2.7839536397604214,1302.0,284.8066018355146,16.82963018144817,1198.0,159.90078993384313,628.0,119.91392895227575,1934.0,1504.0,29.4,35.6,1.4383,2004,7,8,23,3,Venice,45.4408,12.3155
2004-07-09 00:00:00,09/07/2004,00:00:00,3.044410136140461,1347.0,284.21570237997656,19.063136450187933,1282.0,194.34202668089785,575.0,138.8718858246918,1996.0,1661.0,29.1,34.8,1.38,2004,7,9,0,4,Venice,45.4408,12.3155
2004-07-09 01:00:00,09/07/2004,01:00:00,2.403623303881559,1355.0,277.35162448566865,16.424199788389302,1198.0,126.16490984213584,564.0,104.5789157643738,1905.0,1714.0,27.7,41.9,1.537,2004,7,9,1,4,Venice,45.4408,12.3155
2004-07-09 02:00:00,09/07/2004,02:00:00,0.960134054087089,1023.0,287.69390134625746,5.982223428712314,822.0,62.452748850460104,823.0,75.68376639783139,1585.0,1050.0,27.9,41.6,1.5425,2004,7,9,2,4,Venice,45.4408,12.3155
2004-07-09 03:00:00,09/07/2004,03:00:00,0.5202863594159359,903.0,262.88912726551274,2.782947077670364,631.0,45.88717631358335,1070.0,59.57004462353268,1458.0,550.0,27.8,43.7,1.6039,2004,7,9,3,4,Venice,45.4408,12.3155
2004-07-09 04:00:00,09/07/2004,04:00:00,0.41707833420350227,876.0,268.3980312113942,2.3629480170011656,605.0,28.61868638370632,1144.0,39.86701912366338,1432.0,456.0,27.4,42.2,1.5177,2004,7,9,4,4,Venice,45.4408,12.3155
2004-07-09 05:00:00,09/07/2004,05:00:00,0.5941030556433984,932.0,285.7246565795134,3.9556405723837855,707.0,59.54871662515751,1011.0,59.80264046489225,1509.0,554.0,26.6,42.8,1.4713,2004,7,9,5,4,Venice,45.4408,12.3155
2004-07-09 06:00:00,09/07/2004,06:00:00,1.03256619820368,1020.0,284.0211257625411,7.547147979977056,866.0,92.42542491743704,847.0,79.5042272355835,1636.0,744.0,26.9,40.3,1.4041,2004,7,9,6,4,Venice,45.4408,12.3155
2004-07-09 07:00:00,09/07/2004,07:00:00,2.999462893562138,1264.0,276.1868821167878,18.253670881023716,1241.0,224.32079230518454,609.0,125.48128240220673,1989.0,1280.0,27.0,37.3,1.3081,2004,7,9,7,4,Venice,45.4408,12.3155
2004-07-09 08:00:00,09/07/2004,08:00:00,2.8159941339914245,1179.0,279.2604663944734,14.984841020067108,1153.0,170.0387228033782,654.0,119.8440326420764,1877.0,1096.0,27.0,35.3,1.2396,2004,7,9,8,4,Venice,45.4408,12.3155
2004-07-09 09:00:00,09/07/2004,09:00:00,1.844950760435112,1079.0,277.91226257818795,9.417940124271574,966.0,149.31531023521137,785.0,117.99613779776652,1640.0,927.0,27.4,32.0,1.1545,2004,7,9,9,4,Venice,45.4408,12.3155
2004-07-09 10:00:00,09/07/2004,10:00:00,1.7939963295408652,1036.0,287.8060287063783,9.284797763249632,955.0,170.91333402880272,829.0,125.32929044045618,1527.0,840.0,30.5,24.7,1.0592,2004,7,9,10,4,Venice,45.4408,12.3155
2004-07-09 11:00:00,09/07/2004,11:00:00,1.7373106337746467,1002.0,287.54215902671257,9.332963022974555,964.0,141.71259605191702,828.0,141.69539429938862,1546.0,786.0,32.9,20.1,0.9902,2004,7,9,11,4,Venice,45.4408,12.3155
2004-07-09 12:00:00,09/07/2004,12:00:00,1.574851952576248,995.0,280.0259142279033,9.779189445734158,959.0,110.23621183901956,856.0,115.7647386408793,1544.0,690.0,33.9,18.4,0.9587,2004,7,9,12,4,Venice,45.4408,12.3155
2004-07-09 13:00:00,09/07/2004,13:00:00,1.7836947263960068,1008.0,271.57600844197464,9.292213589930695,962.0,146.23825360434145,845.0,129.68609907508844,1545.0,742.0,34.4,19.3,1.0325,2004,7,9,13,4,Venice,45.4408,12.3155
2004-07-09 14:00:00,09/07/2004,14:00:00,1.3410188985851281,978.0,263.5407622427348,9.738881950102737,962.0,104.57451407039031,846.0,113.66113920959297,1527.0,680.0,34.2,19.6,1.0399,2004,7,9,14,4,Venice,45.4408,12.3155
2004-07-09 15:00:00,09/07/2004,15:00:00,1.4815499152263518,989.0,277.95888046913757,10.352189255884294,990.0,118.45189326890215,822.0,138.49356677957195,1577.0,705.0,33.2,20.4,1.0195,2004,7,9,15,4,Venice,45.4408,12.3155
2004-07-09 16:00:00,09/07/2004,16:00:00,1.5408684943343844,961.0,282.59681504329734,10.333560061202501,985.0,117.60145147268693,845.0,144.75913400883522,1554.0,677.0,32.4,19.1,0.915,2004,7,9,16,4,Venice,45.4408,12.3155
2004-07-09 17:00:00,09/07/2004,17:00:00,2.3320459062561105,1009.0,278.4048696542055,13.807175294548305,1116.0,204.4117571248788,779.0,188.43324541124358,1602.0,877.0,32.2,17.1,0.8124,2004,7,9,17,4,Venice,45.4408,12.3155
2004-07-09 18:00:00,09/07/2004,18:00:00,2.3007522783746515,970.0,263.12290137207754,14.44152855586347,1117.0,181.15281274109353,786.0,162.33829397978153,1579.0,844.0,31.0,17.1,0.7526,2004,7,9,18,4,Venice,45.4408,12.3155
2004-07-09 19:00:00,09/07/2004,19:00:00,2.938890589081976,1097.0,263.53460309921337,16.15921909366175,1199.0,183.68645953659575,699.0,158.16836653986803,1738.0,1006.0,28.3,24.9,0.9412,2004,7,9,19,4,Venice,45.4408,12.3155
2004-07-09 20:00:00,09/07/2004,20:00:00,2.7152417583153667,1065.0,282.2986719266115,13.318733171403958,1105.0,207.50260071089735,723.0,162.97235017931226,1672.0,987.0,26.6,30.2,1.033,2004,7,9,20,4,Venice,45.4408,12.3155
2004-07-09 21:00:00,09/07/2004,21:00:00,1.6397495665686586,1036.0,264.2610550296974,10.280808172259311,986.0,117.42846113349653,776.0,111.21946598955121,1614.0,868.0,24.8,36.8,1.1357,2004,7,9,21,4,Venice,45.4408,12.3155
2004-07-09 22:00:00,09/07/2004,22:00:00,1.4955166976181355,1049.0,276.2235214610653,9.190629847971799,958.0,97.87457040393556,794.0,100.64686874775735,1648.0,861.0,23.7,43.4,1.2495,2004,7,9,22,4,Venice,45.4408,12.3155
2004-07-09 23:00:00,09/07/2004,23:00:00,2.260118764288383,1147.0,269.1958554454987,12.025421474381844,1043.0,155.89764174641778,727.0,128.57995565100887,1719.0,1042.0,23.0,46.2,1.2815,2004,7,9,23,4,Venice,45.4408,12.3155
2004-07-10 00:00:00,10/07/2004,00:00:00,2.351032369842184,1118.0,270.3711873856909,13.067555868771503,1082.0,163.32674076526766,694.0,126.39552487035968,1792.0,1080.0,22.7,47.7,1.2977,2004,7,10,0,5,Venice,45.4408,12.3155
2004-07-10 01:00:00,10/07/2004,01:00:00,1.5630419146746792,1016.0,275.65861590997486,9.751943345447566,963.0,88.56141196517322,776.0,93.17558754119811,1661.0,811.0,22.2,49.5,1.3081,2004,7,10,1,5,Venice,45.4408,12.3155
2004-07-10 02:00:00,10/07/2004,02:00:00,0.9901896210980993,940.0,265.596745253312,6.572012045763998,845.0,56.746318707976094,845.0,67.06043793901256,1539.0,704.0,21.6,51.9,1.3254,2004,7,10,2,5,Venice,45.4408,12.3155
2004-07-10 03:00:00,10/07/2004,03:00:00,0.5172587731963824,836.0,271.60304865156536,2.8522201461915917,643.0,39.711687189336345,1114.0,54.046468355752296,1405.0,522.0,22.3,50.4,1.3379,2004,7,10,3,5,Venice,45.4408,12.3155
