Datetime,Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Year,Month,Day,Hour,Weekday,Station,Latitude,Longitude
2004-06-06 15:00:00,06/06/2004,15:00:00,0.6877315031448926,817.0,272.45901330291247,3.561157733287561,688.0,51.696060983349895,1299.0,62.99500338763609,1435.0,512.0,23.6,38.1,1.0917,2004,6,6,15,6,长沙,28.2282,112.9388
2004-06-06 16:00:00,06/06/2004,16:00:00,0.9278183270605864,815.0,262.9321048755683,4.11661624362005,720.0,54.319832452584926,1225.0,61.39888248096374,1418.0,525.0,25.9,32.0,1.0529,2004,6,6,16,6,长沙,28.2282,112.9388
2004-06-06 17:00:00,06/06/2004,17:00:00,1.0475677324049073,844.0,266.3765398924255,4.789432825465514,757.0,74.35894843118429,1186.0,65.30574026865135,1445.0,556.0,26.3,31.5,1.0643,2004,6,6,17,6,长沙,28.2282,112.9388
2004-06-06 18:00:00,06/06/2004,18:00:00,1.1809653937461853,880.0,278.36418666220436,5.7538253992325465,807.0,80.72136132586289,1123.0,73.07184892267809,1510.0,599.0,23.9,36.8,1.0774,2004,6,6,18,6,长沙,28.2282,112.9388
2004-06-06 19:00:00,06/06/2004,19:00:00,1.3232148062055271,906.0,279.35006679631056,6.596499247464642,838.0,116.98937586139094,1084.0,85.56798110050927,1547.0,694.0,23.7,36.8,1.0609,2004,6,6,19,6,长沙,28.2282,112.9388
2004-06-06 20:00:00,06/06/2004,20:00:00,1.6243313064829579,904.0,277.73715648297275,7.789449311430358,882.0,123.50279329493429,1048.0,90.86123083516709,1549.0,744.0,22.5,37.8,1.0157,2004,6,6,20,6,长沙,28.2282,112.9388
2004-06-06 21:00:00,06/06/2004,21:00:00,1.3341706344813649,877.0,270.999012143928,7.1158170056379415,858.0,113.91873933228253,1080.0,86.59464357706909,1535.0,724.0,21.8,39.2,1.0115,2004,6,6,21,6,长沙,28.2282,112.9388
2004-06-06 22:00:00,06/06/2004,22:00:00,1.7741040252450386,918.0,274.58375713134126,7.409125052116318,879.0,130.40970018212673,1030.0,100.79372484613414,1569.0,804.0,20.9,42.6,1.04,2004,6,6,22,6,长沙,28.2282,112.9388
2004-06-06 23:00:00,06/06/2004,23:00:00,1.7722087323883866,930.0,270.8295556044026,8.320702404869879,914.0,131.5416229216125,991.0,95.67449497575944,1631.0,862.0,20.0,45.6,1.0555,2004,6,6,23,6,长沙,28.2282,112.9388
2004-06-07 00:00:00,07/06/2004,00:00:00,1.3693152872214491,870.0,274.85472555426696,6.947265342761453,858.0,96.92384594959012,1061.0,93.80928670068641,1557.0,811.0,19.3,47.9,1.059,2004,6,7,0,0,长沙,28.2282,112.9388
2004-06-07 01:00:00,07/06/2004,01:00:00,0.7647404480498198,793.0,272.22644242675864,3.8690550810024322,703.0,45.939157990588726,1222.0,66.00071983624775,1439.0,627.0,18.7,49.0,1.0462,2004,6,7,1,0,长沙,28.2282,112.9388
2004-06-07 02:00:00,07/06/2004,02:00:00,0.40198973964184925,760.0,281.8897463553282,2.681868934548736,626.0,21.266568255481836,1263.0,38.52886274070934,1386.0,575.0,17.8,54.1,1.0938,2004,6,7,2,0,长沙,28.2282,112.9388
2004-06-07 03:00:00,07/06/2004,03:00:00,0.2928117057982699,733.0,279.0766472789683,2.031498861519291,588.0,22.436535351954312,1281.0,34.58138455566765,1394.0,589.0,18.6,52.7,1.1206,2004,6,7,3,0,长沙,28.2282,112.9388
2004-06-07 04:00:00,07/06/2004,04:00:00,0.38645018534274705,726.0,263.1713657323295,2.1990168467393283,591.0,22.07773732974342,1263.0,35.62109594894486,1386.0,579.0,17.2,57.9,1.127,2004,6,7,4,0,长沙,28.2282,112.9388
2004-06-07 05:00:00,07/06/2004,05:00:00,0.5151871983469737,732.0,282.9174969020189,2.43800144763408,613.0,44.897640590707496,1273.0,41.706294362429674,1413.0,605.0,18.2,54.1,1.1155,2004,6,7,5,0,长沙,28.2282,112.9388
2004-06-07 06:00:00,07/06/2004,06:00:00,1.5687346011045369,933.0,267.7789259656413,9.544165867030035,962.0,165.46809982280092,867.0,73.73542121030806,1705.0,974.0,17.3,57.6,1.1289,2004,6,7,6,0,长沙,28.2282,112.9388
2004-06-07 07:00:00,07/06/2004,07:00:00,2.5744289007415153,1061.0,269.862007036623,15.09668105116125,1162.0,215.44647975247622,777.0,90.61267711290002,1898.0,1132.0,19.9,49.4,1.1354,2004,6,7,7,0,长沙,28.2282,112.9388
2004-06-07 08:00:00,07/06/2004,08:00:00,4.226361117881512,1201.0,283.40053892912476,25.873101419656518,1428.0,298.15771348487436,664.0,118.41336424280323,2249.0,1378.0,21.7,44.2,1.1321,2004,6,7,8,0,长沙,28.2282,112.9388
2004-06-07 09:00:00,07/06/2004,09:00:00,3.0452832320305467,1065.0,272.9759267750173,15.063625114029836,1151.0,259.3659144110577,801.0,114.09477078396596,1894.0,1160.0,23.5,40.0,1.1386,2004,6,7,9,0,长沙,28.2282,112.9388
2004-06-07 10:00:00,07/06/2004,10:00:00,2.9113932057795195,1075.0,283.5452993807087,17.290737595665092,1222.0,241.5126397479787,774.0,122.47183187472693,1943.0,1213.0,28.4,29.7,1.1345,2004,6,7,10,0,长沙,28.2282,112.9388
2004-06-07 11:00:00,07/06/2004,11:00:00,2.6198642230491833,998.0,281.2252093357982,14.773559146091454,1119.0,208.9526663610382,832.0,116.58021859440638,1780.0,1057.0,31.6,24.1,1.0994,2004,6,7,11,0,长沙,28.2282,112.9388
2004-06-07 12:00:00,07/06/2004,12:00:00,1.8776185944157209,922.0,264.3754118713118,11.369265051213166,1042.0,156.33473150049727,887.0,137.4297735991501,1744.0,832.0,31.3,24.1,1.0816,2004,6,7,12,0,长沙,28.2282,112.9388
2004-06-07 13:00:00,07/06/2004,13:00:00,2.4264295530676296,1023.0,285.0177953799837,15.01866595049836,1147.0,183.96779654350172,829.0,109.397035295939,1842.0,983.0,34.4,20.4,1.0857,2004,6,7,13,0,长沙,28.2282,112.9388
2004-06-07 14:00:00,07/06/2004,14:00:00,2.608881461711228,1039.0,272.19451585284423,15.760819593359827,1180.0,182.9362998700634,833.0,126.42392996252937,1815.0,1047.0,33.7,21.3,1.0988,2004,6,7,14,0,长沙,28.2282,112.9388
2004-06-07 15:00:00,07/06/2004,15:00:00,2.829422342778425,1054.0,278.6583700150892,16.54875723120227,1195.0,195.91988837347927,815.0,129.30454424014286,1848.0,1078.0,35.9,18.9,1.0999,2004,6,7,15,0,长沙,28.2282,112.9388
2004-06-07 16:00:00,07/06/2004,16:00:00,2.226829068756855,1022.0,283.4624350921864,15.873460147892558,1155.0,167.01520766151404,871.0,108.6409965734147,1840.0,979.0,34.3,19.4,1.0279,2004,6,7,16,0,长沙,28.2282,112.9388
2004-06-07 17:00:00,07/06/2004,17:00:00,3.15486186674058,1082.0,282.69460596808017,19.56007864798025,1266.0,232.50683198707017,788.0,121.26357813118427,1910.0,1139.0,33.5,19.9,1.0112,2004,6,7,17,0,长沙,28.2282,112.9388
2004-06-07 18:00:00,07/06/2004,18:00:00,2.6717094668035837,1056.0,263.1315956268885,18.93761785149413,1268.0,179.63088779432755,786.0,107.14218599894777,1896.0,1111.0,30.5,24.2,1.0386,2004,6,7,18,0,长沙,28.2282,112.9388
2004-06-07 19:00:00,07/06/2004,19:00:00,4.815550661066742,1243.0,280.1438837395306,29.149838837465776,1524.0,298.35051629456365,647.0,148.05367310726206,2281.0,1470.0,30.3,26.2,1.1161,2004,6,7,19,0,长沙,28.2282,112.9388
2004-06-07 20:00:00,07/06/2004,20:00:00,2.4600283444237387,1029.0,268.64262230060433,14.022935878223011,1097.0,154.0598463285081,825.0,123.48052590413775,1827.0,980.0,27.0,36.7,1.2898,2004,6,7,20,0,长沙,28.2282,112.9388
2004-06-07 21:00:00,07/06/2004,21:00:00,2.086724488856519,1004.0,278.834700340046,10.528452209437841,1011.0,103.21512878826229,867.0,120.6710255261147,1754.0,893.0,24.6,41.9,1.2752,2004,6,7,21,0,长沙,28.2282,112.9388
2004-06-07 22:00:00,07/06/2004,22:00:00,1.8165456088190721,979.0,269.50672391119474,8.739589037622254,937.0,92.69112915695739,919.0,98.4295841705692,1683.0,858.0,23.3,44.5,1.2566,2004,6,7,22,0,长沙,28.2282,112.9388
2004-06-07 23:00:00,07/06/2004,23:00:00,1.6651384772812667,972.0,282.92332072028876,8.173595701015042,919.0,103.47717508989635,934.0,103.87397583943181,1668.0,904.0,22.4,46.9,1.2544,2004,6,7,23,0,长沙,28.2282,112.9388
2004-06-08 00:00:00,08/06/2004,00:00:00,1.3062021073668038,942.0,269.2828508707419,6.972541470617568,846.0,79.01102239428111,980.0,89.14663471406159,1615.0,905.0,21.7,50.8,1.3019,2004,6,8,0,1,长沙,28.2282,112.9388
2004-06-08 01:00:00,08/06/2004,01:00:00,0.7147643784489371,825.0,270.94522429986404,4.354028331480989,720.0,36.387946496982636,1129.0,52.82274108493682,1511.0,678.0,21.0,51.9,1.2794,2004,6,8,1,1,长沙,28.2282,112.9388
2004-06-08 02:00:00,08/06/2004,02:00:00,0.507606600520586,780.0,277.91503213240884,2.5369664122482165,621.0,25.457730223814146,1277.0,41.30395590379525,1452.0,586.0,20.5,54.3,1.2926,2004,6,8,2,1,长沙,28.2282,112.9388
2004-06-08 03:00:00,08/06/2004,03:00:00,0.38950539866033995,746.0,274.7344083507749,1.6758758702663783,565.0,21.647759309759014,1369.0,37.26589870217406,1423.0,608.0,20.9,52.5,1.2852,2004,6,8,3,1,长沙,28.2282,112.9388
2004-06-08 04:00:00,08/06/2004,04:00:00,0.30498528074366926,734.0,286.6101613989586,1.4676703455327536,538.0,19.51899989933732,1449.0,29.716711850033565,1400.0,514.0,21.0,53.1,1.3031,2004,6,8,4,1,长沙,28.2282,112.9388
2004-06-08 05:00:00,08/06/2004,05:00:00,0.5216825012641654,785.0,278.5573508734865,2.6726601873473843,640.0,35.18524822362787,1265.0,41.34369149182454,1467.0,588.0,19.6,57.1,1.2851,2004,6,8,5,1,长沙,28.2282,112.9388
2004-06-08 06:00:00,08/06/2004,06:00:00,1.3766819998270428,946.0,281.5385239026137,9.111348340338097,931.0,126.08031934900667,917.0,71.73347476400161,1745.0,884.0,18.2,62.3,1.2903,2004,6,8,6,1,长沙,28.2282,112.9388
2004-06-08 07:00:00,08/06/2004,07:00:00,3.361387975307411,1201.0,261.7006859182405,19.75922894884841,1279.0,308.5469858320569,683.0,97.21668419727818,2144.0,1338.0,19.5,57.7,1.2966,2004,6,8,7,1,长沙,28.2282,112.9388
2004-06-08 08:00:00,08/06/2004,08:00:00,5.571138447123762,1377.0,262.95571093343284,35.052141393833466,1688.0,361.2753588787087,525.0,121.89955216882773,2746.0,1708.0,21.6,51.7,1.313,2004,6,8,8,1,长沙,28.2282,112.9388
2004-06-08 09:00:00,08/06/2004,09:00:00,5.044269977517319,1346.0,276.58044118691066,26.261796638855767,1481.0,450.316675643547,602.0,177.70356403944362,2367.0,1681.0,23.9,44.4,1.3029,2004,6,8,9,1,长沙,28.2282,112.9388
2004-06-08 10:00:00,08/06/2004,10:00:00,3.3329463481552297,1230.0,269.8476232828991,19.447157800708684,1268.0,304.05853355247285,698.0,177.1671808181339,2049.0,1509.0,28.1,35.2,1.312,2004,6,8,10,1,长沙,28.2282,112.9388
2004-06-08 11:00:00,08/06/2004,11:00:00,2.931094227886463,1160.0,277.3649073890734,17.71420096925314,1208.0,215.01385668151045,728.0,148.13224335729348,1925.0,1330.0,31.4,28.6,1.298,2004,6,8,11,1,长沙,28.2282,112.9388
2004-06-08 12:00:00,08/06/2004,12:00:00,2.4873068362673427,1146.0,272.2444864184155,15.355112792663535,1171.0,164.60235310796037,761.0,122.20072299789179,1902.0,1138.0,33.7,25.5,1.3095,2004,6,8,12,1,长沙,28.2282,112.9388
2004-06-08 13:00:00,08/06/2004,13:00:00,2.407736855741403,1078.0,286.72377971338994,13.91082518026284,1121.0,156.0139996032523,818.0,113.38043289493838,1806.0,963.0,35.9,20.8,1.2103,2004,6,8,13,1,长沙,28.2282,112.9388
2004-06-08 14:00:00,08/06/2004,14:00:00,2.328127608705691,1111.0,274.6906077389942,15.717639409844429,1194.0,156.3395888076672,794.0,127.44215995426713,1875.0,1015.0,37.5,18.1,1.1529,2004,6,8,14,1,长沙,28.2282,112.9388
2004-06-08 15:00:00,08/06/2004,15:00:00,2.6489438788298827,1083.0,281.750980031132,15.417283560529704,1141.0,168.73202298126552,825.0,144.0414230462413,1793.0,1008.0,37.7,17.7,1.1383,2004,6,8,15,1,长沙,28.2282,112.9388
2004-06-08 16:00:00,08/06/2004,16:00:00,2.26690477038818,1056.0,277.75518129262576,12.470908650888745,1083.0,173.12674147667335,865.0,154.87967685909018,1723.0,898.0,37.8,17.4,1.1219,2004,6,8,16,1,长沙,28.2282,112.9388
2004-06-08 17:00:00,08/06/2004,17:00:00,3.6075671910439593,1220.0,279.18426391765183,20.865575535350906,1334.0,178.4958114885046,695.0,179.51581142203278,2066.0,1215.0,36.6,20.6,1.2445,2004,6,8,17,1,长沙,28.2282,112.9388
2004-06-08 18:00:00,08/06/2004,18:00:00,4.082881280708792,1268.0,287.936403638877,23.5729875335778,1393.0,208.03199150723077,650.0,161.49690216232162,2144.0,1334.0,32.5,26.0,1.2502,2004,6,8,18,1,长沙,28.2282,112.9388
2004-06-08 19:00:00,08/06/2004,19:00:00,4.673793452367526,1256.0,275.761175601903,23.89395734594766,1430.0,266.19740370706114,660.0,167.408074317955,2151.0,1380.0,30.8,27.2,1.1832,2004,6,8,19,1,长沙,28.2282,112.9388
2004-06-08 20:00:00,08/06/2004,20:00:00,3.8121836316590563,1213.0,263.7567864512759,20.864424829443273,1341.0,205.9456691522578,683.0,145.8652602679083,2090.0,1601.0,28.8,30.2,1.1761,2004,6,8,20,1,长沙,28.2282,112.9388
2004-06-08 21:00:00,08/06/2004,21:00:00,2.796361839767856,1145.0,275.07438429470767,16.45593910805936,1170.0,151.4261765640707,751.0,121.1445567434342,1894.0,1376.0,26.7,35.4,1.2233,2004,6,8,21,1,长沙,28.2282,112.9388
2004-06-08 22:00:00,08/06/2004,22:00:00,1.6332439116612885,1050.0,267.105370265134,11.19771003771053,1011.0,94.79825793280348,836.0,92.38346590293133,1739.0,1161.0,25.3,40.7,1.291,2004,6,8,22,1,长沙,28.2282,112.9388
2004-06-08 23:00:00,08/06/2004,23:00:00,1.2484272646133523,972.0,270.73454548659845,8.25444444533136,902.0,60.16212031206236,933.0,65.72718234689958,1647.0,878.0,24.9,41.2,1.2809,2004,6,8,23,1,长沙,28.2282,112.9388
2004-06-09 00:00:00,09/06/2004,00:00:00,1.5267399800664783,1020.0,264.3258706606129,10.145143532262049,984.0,79.49653666052184,853.0,81.05149810918303,1753.0,1031.0,23.7,45.1,1.3033,2004,6,9,0,2,长沙,28.2282,112.9388
2004-06-09 01:00:00,09/06/2004,01:00:00,0.9530492648263673,934.0,279.1225036419378,7.648479447388464,878.0,41.94314772518333,940.0,53.71287654225001,1644.0,847.0,22.5,49.0,1.3151,2004,6,9,1,2,长沙,28.2282,112.9388
2004-06-09 02:00:00,09/06/2004,02:00:00,0.8647286495527392,914.0,283.16587778027605,5.84667045219883,801.0,41.618306183376085,965.0,58.58107274020984,1609.0,908.0,22.3,50.6,1.3486,2004,6,9,2,2,长沙,28.2282,112.9388
2004-06-09 03:00:00,09/06/2004,03:00:00,0.5201454465566047,824.0,269.8781979493968,3.723660073927588,698.0,34.90516569972435,1107.0,54.36244936426458,1517.0,733.0,22.0,50.5,1.3199,2004,6,9,3,2,长沙,28.2282,112.9388
2004-06-09 04:00:00,09/06/2004,04:00:00,0.5111289318257642,817.0,285.5298393800572,3.321726759147745,672.0,31.285117787909773,1113.0,50.26324523941404,1501.0,751.0,20.8,54.4,1.3229,2004,6,9,4,2,长沙,28.2282,112.9388
2004-06-09 05:00:00,09/06/2004,05:00:00,0.5042807557568727,833.0,277.36684837627786,4.102039946463267,708.0,56.035823131097935,1084.0,58.756474825968084,1525.0,799.0,20.3,56.0,1.3204,2004,6,9,5,2,长沙,28.2282,112.9388
2004-06-09 06:00:00,09/06/2004,06:00:00,0.9801266402074701,935.0,266.04962712498076,7.9475594908993115,905.0,88.86732506436283,899.0,71.84507923631634,1675.0,954.0,20.5,54.8,1.3073,2004,6,9,6,2,长沙,28.2282,112.9388
2004-06-09 07:00:00,09/06/2004,07:00:00,3.3428391248034766,1297.0,277.27801406175865,23.26938491662775,1359.0,266.9628564450533,630.0,104.76997058760952,2214.0,1425.0,21.7,50.6,1.2981,2004,6,9,7,2,长沙,28.2282,112.9388
2004-06-09 08:00:00,09/06/2004,08:00:00,6.139983134064221,1496.0,279.9029703647833,35.17453463434465,1705.0,351.0916570432406,507.0,155.2885108213057,2691.0,2147.0,23.4,46.1,1.3091,2004,6,9,8,2,长沙,28.2282,112.9388
2004-06-09 09:00:00,09/06/2004,09:00:00,2.827214637369797,1201.0,282.06387084801696,17.515513511228306,1224.0,255.32400363308233,701.0,149.37242232114718,1987.0,1532.0,25.1,43.0,1.3488,2004,6,9,9,2,长沙,28.2282,112.9388
2004-06-09 10:00:00,09/06/2004,10:00:00,3.306090766776788,1267.0,276.0701881231075,19.31872901231371,1276.0,256.260607652834,676.0,156.88231086269911,2059.0,1570.0,30.1,32.8,1.3795,2004,6,9,10,2,长沙,28.2282,112.9388
2004-06-09 11:00:00,09/06/2004,11:00:00,2.9137186192489137,1224.0,288.3811223739579,18.217560031401547,1228.0,190.10677788167405,711.0,153.02152153013992,1972.0,1380.0,34.7,25.9,1.4069,2004,6,9,11,2,长沙,28.2282,112.9388
2004-06-09 12:00:00,09/06/2004,12:00:00,2.7382573192537634,1247.0,263.18269632574186,19.339214975395652,1257.0,167.00734143538324,701.0,174.3774847697577,2000.0,1337.0,37.2,23.2,1.4478,2004,6,9,12,2,长沙,28.2282,112.9388
2004-06-09 13:00:00,09/06/2004,13:00:00,2.9313461332772546,1183.0,270.5912929346646,17.23228033592837,1241.0,176.22342026565508,721.0,174.41591311934775,1937.0,1308.0,39.5,18.3,1.2917,2004,6,9,13,2,长沙,28.2282,112.9388
2004-06-09 14:00:00,09/06/2004,14:00:00,2.4100328809638083,1078.0,275.3512623650691,13.652699980698268,1116.0,149.49471343002872,815.0,137.73654974898955,1761.0,1013.0,40.6,15.3,1.1485,2004,6,9,14,2,长沙,28.2282,112.9388
2004-06-09 15:00:00,09/06/2004,15:00:00,1.7486051047305324,1076.0,270.8624759782845,11.000282625848138,1012.0,114.57957217676567,894.0,119.57670601091675,1665.0,816.0,40.3,16.1,1.1896,2004,6,9,15,2,长沙,28.2282,112.9388
2004-06-09 16:00:00,09/06/2004,16:00:00,1.9332495542565242,1052.0,283.06189800078505,10.824789080788122,1019.0,141.21618419403532,896.0,121.1184583915553,1610.0,836.0,40.3,14.2,1.0494,2004,6,9,16,2,长沙,28.2282,112.9388
2004-06-09 17:00:00,09/06/2004,17:00:00,3.5218226249036637,1287.0,283.41219593803237,22.53819612156557,1340.0,236.62885301229747,699.0,203.67562569439062,2008.0,1267.0,39.6,16.7,1.1867,2004,6,9,17,2,长沙,28.2282,112.9388
2004-06-09 18:00:00,09/06/2004,18:00:00,4.660831111998513,1460.0,261.7924439894171,26.453529826911215,1493.0,289.7204083258881,586.0,211.01986985125333,2288.0,1649.0,37.3,23.4,1.4672,2004,6,9,18,2,长沙,28.2282,112.9388
2004-06-09 19:00:00,09/06/2004,19:00:00,4.728317725225477,1357.0,269.7951347180068,25.738555544399635,1445.0,283.79789344740334,620.0,212.27760840005968,2195.0,1622.0,33.7,27.7,1.4213,2004,6,9,19,2,长沙,28.2282,112.9388
2004-06-09 20:00:00,09/06/2004,20:00:00,3.3878365935833124,1234.0,275.19156544138986,19.485831771123532,1257.0,211.4415546306731,695.0,165.07500210260037,2019.0,1349.0,30.7,32.2,1.3983,2004,6,9,20,2,长沙,28.2282,112.9388
2004-06-09 21:00:00,09/06/2004,21:00:00,2.626997912968281,1151.0,275.2167991356343,15.642580075740808,1154.0,145.23474077690022,747.0,131.02956279096796,1894.0,1186.0,28.4,35.7,1.3549,2004,6,9,21,2,长沙,28.2282,112.9388
2004-06-09 22:00:00,09/06/2004,22:00:00,1.8157398163356868,1065.0,280.32752313584274,11.280730796794488,1038.0,113.11881007472878,805.0,107.23771422162845,1763.0,1026.0,26.5,38.6,1.3154,2004,6,9,22,2,长沙,28.2282,112.9388
2004-06-09 23:00:00,09/06/2004,23:00:00,1.5400575995349939,984.0,279.2124040532062,8.612156967802354,929.0,87.1300690760614,917.0,86.42191952078018,1654.0,817.0,25.4,40.1,1.2822,2004,6,9,23,2,长沙,28.2282,112.9388
2004-06-10 00:00:00,10/06/2004,00:00:00,0.9968731412840641,938.0,286.7856349383156,7.255938580287724,881.0,46.81330213625249,956.0,63.2802699479496,1607.0,662.0,24.1,43.3,1.2839,2004,6,10,0,3,长沙,28.2282,112.9388
2004-06-10 01:00:00,10/06/2004,01:00:00,0.6930455724154563,878.0,263.4577772252831,5.175696677648953,774.0,26.93098197721509,1065.0,43.87291079444305,1527.0,552.0,23.9,45.6,1.3328,2004,6,10,1,3,长沙,28.2282,112.9388
2004-06-10 02:00:00,10/06/2004,02:00:00,1.0017385044238067,919.0,272.78987418301875,5.8488176367307245,807.0,48.109093393780284,967.0,68.70241999283321,1598.0,775.0,22.0,52.8,1.3752,2004,6,10,2,3,长沙,28.2282,112.9388
2004-06-10 03:00:00,10/06/2004,03:00:00,0.5749309276189262,836.0,287.58137363303393,4.042474871395615,709.0,38.70074751515383,1085.0,58.018906685603575,1498.0,646.0,20.7,56.1,1.3565,2004,6,10,3,3,长沙,28.2282,112.9388
2004-06-10 04:00:00,10/06/2004,04:00:00,0.783673243486324,814.0,285.99188424672485,3.3751640121540403,673.0,31.909764603479843,1138.0,48.333488522133415,1488.0,647.0,20.1,57.3,1.3352,2004,6,10,4,3,长沙,28.2282,112.9388
2004-06-10 05:00:00,10/06/2004,05:00:00,0.8563026274901614,872.0,287.16864833172866,5.170084859273174,782.0,74.85050836173723,1001.0,77.44521951986052,1607.0,874.0,19.5,59.4,1.3328,2004,6,10,5,3,长沙,28.2282,112.9388
2004-06-10 06:00:00,10/06/2004,06:00:00,1.1879127911471028,949.0,288.4083440117043,8.68771148488654,929.0,95.97125032068655,887.0,79.19608904148673,1711.0,973.0,20.0,56.6,1.3095,2004,6,10,6,3,长沙,28.2282,112.9388
2004-06-10 07:00:00,10/06/2004,07:00:00,2.786542275143078,1227.0,278.5565868164735,20.57038247416242,1292.0,206.1621110903661,661.0,99.12514351014192,2087.0,1327.0,21.7,53.9,1.3848,2004,6,10,7,3,长沙,28.2282,112.9388
2004-06-10 08:00:00,10/06/2004,08:00:00,4.969941351315964,1360.0,275.8790884339541,30.30560852656876,1561.0,277.40396950719486,545.0,143.1649460821626,2525.0,1626.0,23.7,49.0,1.4152,2004,6,10,8,3,长沙,28.2282,112.9388
2004-06-10 09:00:00,10/06/2004,09:00:00,4.3732866607539105,1318.0,280.7641996466127,23.89653524583502,1420.0,321.89435857879556,586.0,168.51891578288777,2316.0,1640.0,25.9,44.3,1.4544,2004,6,10,9,3,长沙,28.2282,112.9388
2004-06-10 10:00:00,10/06/2004,10:00:00,3.0136925210979486,1196.0,265.07606776711356,16.184680091811668,1208.0,234.47270590011976,705.0,143.94041492425043,1981.0,1341.0,30.1,34.3,1.4414,2004,6,10,10,3,长沙,28.2282,112.9388
2004-06-10 11:00:00,10/06/2004,11:00:00,2.406760915276615,1152.0,277.01334748251037,13.332273981554117,1102.0,152.3160474548902,770.0,129.42079808207674,1868.0,1113.0,33.5,27.2,1.3859,2004,6,10,11,3,长沙,28.2282,112.9388
2004-06-10 12:00:00,10/06/2004,12:00:00,2.6687923899816406,1220.0,275.08063903701094,14.977433724695219,1157.0,170.00252781503593,715.0,154.2348854281964,1935.0,1224.0,35.4,26.1,1.4806,2004,6,10,12,3,长沙,28.2282,112.9388
2004-06-10 13:00:00,10/06/2004,13:00:00,2.4696669510897347,1182.0,269.56670225500727,14.496664313104553,1120.0,133.90163048063286,735.0,131.75128397729534,1893.0,1095.0,37.9,23.2,1.502,2004,6,10,13,3,长沙,28.2282,112.9388
2004-06-10 14:00:00,10/06/2004,14:00:00,2.597913396875157,1167.0,275.17295879930964,16.7385776213428,1210.0,143.14857400151092,719.0,138.2548694779599,1944.0,1152.0,39.7,18.7,1.3306,2004,6,10,14,3,长沙,28.2282,112.9388
2004-06-10 15:00:00,10/06/2004,15:00:00,2.341706937605959,1142.0,273.32940460461043,13.379470882431658,1109.0,135.79309952535002,782.0,135.4793292587293,1789.0,1047.0,40.4,17.2,1.2774,2004,6,10,15,3,长沙,28.2282,112.9388
2004-06-10 16:00:00,10/06/2004,16:00:00,2.3485102516348824,1157.0,287.4217751975355,13.831939481727915,1105.0,132.05851121360922,779.0,132.87846740287782,1792.0,982.0,40.0,18.8,1.363,2004,6,10,16,3,长沙,28.2282,112.9388
2004-06-10 17:00:00,10/06/2004,17:00:00,3.5918644231067614,1274.0,285.9773410483158,21.91344551130193,1329.0,230.05585307350336,670.0,169.4545549968324,2054.0,1320.0,38.9,18.8,1.29,2004,6,10,17,3,长沙,28.2282,112.9388
2004-06-10 18:00:00,10/06/2004,18:00:00,4.662848237116137,1372.0,265.1735530076185,25.74616341153781,1451.0,329.4411587701831,631.0,213.67798711228443,2183.0,1541.0,35.8,22.1,1.2792,2004,6,10,18,3,长沙,28.2282,112.9388
2004-06-10 19:00:00,10/06/2004,19:00:00,5.0725911379618385,1373.0,263.9194452391961,25.61898002829062,1440.0,353.6634438095493,635.0,214.28291937292755,2183.0,1510.0,33.1,25.9,1.2923,2004,6,10,19,3,长沙,28.2282,112.9388
2004-06-10 20:00:00,10/06/2004,20:00:00,4.70247302743255,1290.0,281.9052581939013,24.63312670435515,1393.0,337.6014143010426,655.0,172.30900477954893,2146.0,1511.0,30.9,28.2,1.2388,2004,6,10,20,3,长沙,28.2282,112.9388
2004-06-10 21:00:00,10/06/2004,21:00:00,2.446962604883846,1056.0,270.84269542638333,11.75001634567597,1051.0,168.93230304481767,826.0,120.57307776414319,1758.0,1078.0,27.5,32.6,1.176,2004,6,10,21,3,长沙,28.2282,112.9388
2004-06-10 22:00:00,10/06/2004,22:00:00,2.5687842646116916,1116.0,266.3483214532122,14.906205080539124,1123.0,158.03049659850424,768.0,119.42103925101623,1826.0,1235.0,26.3,34.3,1.1605,2004,6,10,22,3,长沙,28.2282,112.9388
2004-06-10 23:00:00,10/06/2004,23:00:00,2.687929923305143,1106.0,272.97125452393755,13.651222070014287,1122.0,200.82337807567566,783.0,115.61051046357811,1813.0,1202.0,25.5,34.1,1.0968,2004,6,10,23,3,长沙,28.2282,112.9388
2004-06-11 00:00:00,11/06/2004,00:00:00,1.4588828881476688,1018.0,268.48643855783183,10.667335229941154,992.0,98.40314190209772,839.0,94.02503291513105,1710.0,1103.0,24.7,39.3,1.2065,2004,6,11,0,4,长沙,28.2282,112.9388
2004-06-11 01:00:00,11/06/2004,01:00:00,1.1129466903115568,919.0,285.09499981619126,7.826767579271021,880.0,67.69606251178499,915.0,88.7211508499763,1628.0,1013.0,24.2,39.5,1.1764,2004,6,11,1,4,长沙,28.2282,112.9388
2004-06-11 02:00:00,11/06/2004,02:00:00,0.6112570303405486,807.0,283.3878674410575,3.3397582951122637,681.0,40.6145069607282,1092.0,66.52792104482303,1435.0,765.0,24.8,37.8,1.1639,2004,6,11,2,4,长沙,28.2282,112.9388
