Datetime,Year,Month,Day,Hour,Latitude,Longitude,Pollutant,Concentration
2004-07-09 10:00:00,2004,7,9,10,24.4798,118.0894,NOx,173.5901541885844
2004-07-09 11:00:00,2004,7,9,11,24.4798,118.0894,NOx,153.1470230979577
2004-07-09 12:00:00,2004,7,9,12,24.4798,118.0894,NOx,106.96488451552833
2004-07-09 13:00:00,2004,7,9,13,24.4798,118.0894,NOx,145.27043417299467
2004-07-09 14:00:00,2004,7,9,14,24.4798,118.0894,NOx,104.30893576515196
2004-07-09 15:00:00,2004,7,9,15,24.4798,118.0894,NOx,109.78768111992788
2004-07-09 16:00:00,2004,7,9,16,24.4798,118.0894,NOx,109.3102953628986
2004-07-09 17:00:00,2004,7,9,17,24.4798,118.0894,NOx,209.82855376883447
2004-07-09 18:00:00,2004,7,9,18,24.4798,118.0894,NOx,181.74399733552391
2004-07-09 19:00:00,2004,7,9,19,24.4798,118.0894,NOx,190.2739848997415
2004-07-09 20:00:00,2004,7,9,20,24.4798,118.0894,NOx,216.40285423506717
2004-07-09 21:00:00,2004,7,9,21,24.4798,118.0894,NOx,115.2087742919668
2004-07-09 22:00:00,2004,7,9,22,24.4798,118.0894,NOx,99.01570134676696
2004-07-09 23:00:00,2004,7,9,23,24.4798,118.0894,NOx,159.27002668198378
2004-07-10 00:00:00,2004,7,10,0,24.4798,118.0894,NOx,163.28788004581776
2004-07-10 01:00:00,2004,7,10,1,24.4798,118.0894,NOx,87.72361379833869
2004-07-10 02:00:00,2004,7,10,2,24.4798,118.0894,NOx,56.36064859545958
2004-07-10 03:00:00,2004,7,10,3,24.4798,118.0894,NOx,40.98259883817396
2004-07-10 04:00:00,2004,7,10,4,24.4798,118.0894,NOx,21.280222873857955
2004-07-10 05:00:00,2004,7,10,5,24.4798,118.0894,NOx,39.96822856014981
2004-07-10 06:00:00,2004,7,10,6,24.4798,118.0894,NOx,54.709630448572064
2004-07-10 07:00:00,2004,7,10,7,24.4798,118.0894,NOx,93.03484308196568
2004-07-10 08:00:00,2004,7,10,8,24.4798,118.0894,NOx,91.44991643501169
2004-07-10 09:00:00,2004,7,10,9,24.4798,118.0894,NOx,86.28654262288195
2004-07-10 10:00:00,2004,7,10,10,24.4798,118.0894,NOx,80.25732009164327
2004-07-10 11:00:00,2004,7,10,11,24.4798,118.0894,NOx,67.18802431124406
2004-07-10 12:00:00,2004,7,10,12,24.4798,118.0894,NOx,52.87993210534879
2004-07-10 13:00:00,2004,7,10,13,24.4798,118.0894,NOx,62.858539681011926
2004-07-10 14:00:00,2004,7,10,14,24.4798,118.0894,NOx,46.91864700141325
2004-07-10 15:00:00,2004,7,10,15,24.4798,118.0894,NOx,39.13771846915681
2004-07-10 16:00:00,2004,7,10,16,24.4798,118.0894,NOx,40.0722153757621
2004-07-10 17:00:00,2004,7,10,17,24.4798,118.0894,NOx,48.821591713630255
2004-07-10 18:00:00,2004,7,10,18,24.4798,118.0894,NOx,51.46384256908927
2004-07-10 19:00:00,2004,7,10,19,24.4798,118.0894,NOx,53.31784408546308
2004-07-10 20:00:00,2004,7,10,20,24.4798,118.0894,NOx,73.12388700501451
2004-07-10 21:00:00,2004,7,10,21,24.4798,118.0894,NOx,85.30891908826763
2004-07-10 22:00:00,2004,7,10,22,24.4798,118.0894,NOx,104.28070392198904
2004-07-10 23:00:00,2004,7,10,23,24.4798,118.0894,NOx,143.46308766749536
2004-07-11 00:00:00,2004,7,11,0,24.4798,118.0894,NOx,179.82667813216142
2004-07-11 01:00:00,2004,7,11,1,24.4798,118.0894,NOx,71.64144605490722
2004-07-11 02:00:00,2004,7,11,2,24.4798,118.0894,NOx,38.49401185972982
2004-07-11 03:00:00,2004,7,11,3,24.4798,118.0894,NOx,35.00859715125359
2004-07-11 04:00:00,2004,7,11,4,24.4798,118.0894,NOx,30.376801670868687
2004-07-11 05:00:00,2004,7,11,5,24.4798,118.0894,NOx,30.310840547767494
2004-07-11 06:00:00,2004,7,11,6,24.4798,118.0894,NOx,25.17855320437889
2004-07-11 07:00:00,2004,7,11,7,24.4798,118.0894,NOx,41.10249596653258
2004-07-11 08:00:00,2004,7,11,8,24.4798,118.0894,NOx,32.42554712722821
2004-07-11 09:00:00,2004,7,11,9,24.4798,118.0894,NOx,44.70999058045139
2004-07-11 10:00:00,2004,7,11,10,24.4798,118.0894,NOx,43.97159607754692
2004-07-11 11:00:00,2004,7,11,11,24.4798,118.0894,NOx,33.77366284208182
2004-07-11 12:00:00,2004,7,11,12,24.4798,118.0894,NOx,30.852455861753626
2004-07-11 13:00:00,2004,7,11,13,24.4798,118.0894,NOx,21.993183497588912
2004-07-11 14:00:00,2004,7,11,14,24.4798,118.0894,NOx,10.175414952570152
2004-07-11 15:00:00,2004,7,11,15,24.4798,118.0894,NOx,21.228766214587097
2004-07-11 16:00:00,2004,7,11,16,24.4798,118.0894,NOx,44.90975362764332
2004-07-11 17:00:00,2004,7,11,17,24.4798,118.0894,NOx,64.76560298139574
2004-07-11 18:00:00,2004,7,11,18,24.4798,118.0894,NOx,50.64977069975529
2004-07-11 19:00:00,2004,7,11,19,24.4798,118.0894,NOx,85.75551767586977
2004-07-11 20:00:00,2004,7,11,20,24.4798,118.0894,NOx,108.3606572591208
2004-07-11 21:00:00,2004,7,11,21,24.4798,118.0894,NOx,143.3111971287368
2004-07-11 22:00:00,2004,7,11,22,24.4798,118.0894,NOx,178.29361961198907
2004-07-11 23:00:00,2004,7,11,23,24.4798,118.0894,NOx,137.9701906962555
2004-07-12 00:00:00,2004,7,12,0,24.4798,118.0894,NOx,80.44367615629845
2004-07-12 01:00:00,2004,7,12,1,24.4798,118.0894,NOx,49.23026443221197
2004-07-12 02:00:00,2004,7,12,2,24.4798,118.0894,NOx,13.139559261923344
2004-07-12 03:00:00,2004,7,12,3,24.4798,118.0894,NOx,19.00818187163837
2004-07-12 04:00:00,2004,7,12,4,24.4798,118.0894,NOx,23.8093134964482
2004-07-12 05:00:00,2004,7,12,5,24.4798,118.0894,NOx,42.3925237182767
2004-07-12 06:00:00,2004,7,12,6,24.4798,118.0894,NOx,148.4367671201519
2004-07-12 07:00:00,2004,7,12,7,24.4798,118.0894,NOx,325.7429351626895
2004-07-12 08:00:00,2004,7,12,8,24.4798,118.0894,NOx,293.0719235889468
2004-07-12 09:00:00,2004,7,12,9,24.4798,118.0894,NOx,178.8065473599335
2004-07-12 10:00:00,2004,7,12,10,24.4798,118.0894,NOx,180.14450410057336
2004-07-12 11:00:00,2004,7,12,11,24.4798,118.0894,NOx,163.77194091854122
2004-07-12 12:00:00,2004,7,12,12,24.4798,118.0894,NOx,189.95031525921144
2004-07-12 13:00:00,2004,7,12,13,24.4798,118.0894,NOx,171.9577936477986
2004-07-12 14:00:00,2004,7,12,14,24.4798,118.0894,NOx,127.06008808435442
2004-07-12 15:00:00,2004,7,12,15,24.4798,118.0894,NOx,110.06340299008411
2004-07-12 16:00:00,2004,7,12,16,24.4798,118.0894,NOx,148.30594444772092
2004-07-12 17:00:00,2004,7,12,17,24.4798,118.0894,NOx,218.17174815657356
2004-07-12 18:00:00,2004,7,12,18,24.4798,118.0894,NOx,215.5862986186084
2004-07-12 19:00:00,2004,7,12,19,24.4798,118.0894,NOx,216.68771351340104
2004-07-12 20:00:00,2004,7,12,20,24.4798,118.0894,NOx,180.4150720762578
2004-07-12 21:00:00,2004,7,12,21,24.4798,118.0894,NOx,116.9684821939892
2004-07-12 22:00:00,2004,7,12,22,24.4798,118.0894,NOx,97.14887041883662
2004-07-12 23:00:00,2004,7,12,23,24.4798,118.0894,NOx,122.64771177109589
2004-07-13 00:00:00,2004,7,13,0,24.4798,118.0894,NOx,137.88011965418585
2004-07-13 01:00:00,2004,7,13,1,24.4798,118.0894,NOx,87.6616101826184
2004-07-13 02:00:00,2004,7,13,2,24.4798,118.0894,NOx,41.16776359152308
2004-07-13 03:00:00,2004,7,13,3,24.4798,118.0894,NOx,44.455585256622456
2004-07-13 04:00:00,2004,7,13,4,24.4798,118.0894,NOx,43.91795254605254
2004-07-13 05:00:00,2004,7,13,5,24.4798,118.0894,NOx,48.7638142534851
2004-07-13 06:00:00,2004,7,13,6,24.4798,118.0894,NOx,104.76316002324096
2004-07-13 07:00:00,2004,7,13,7,24.4798,118.0894,NOx,343.335649889965
2004-07-13 08:00:00,2004,7,13,8,24.4798,118.0894,NOx,360.1215008917974
2004-07-13 09:00:00,2004,7,13,9,24.4798,118.0894,NOx,306.1452849821566
2004-07-13 10:00:00,2004,7,13,10,31.8206,117.2272,NOx,280.4500267700201
2004-07-13 11:00:00,2004,7,13,11,31.8206,117.2272,NOx,267.10145700088714
2004-07-13 12:00:00,2004,7,13,12,31.8206,117.2272,NOx,260.47208913524605
2004-07-13 13:00:00,2004,7,13,13,31.8206,117.2272,NOx,194.02192236229723
2004-07-13 14:00:00,2004,7,13,14,31.8206,117.2272,NOx,154.6837096128517
2004-07-13 15:00:00,2004,7,13,15,31.8206,117.2272,NOx,90.22956701213228
2004-07-13 16:00:00,2004,7,13,16,31.8206,117.2272,NOx,120.04730827444098
2004-07-13 17:00:00,2004,7,13,17,31.8206,117.2272,NOx,214.43346938732944
2004-07-13 18:00:00,2004,7,13,18,31.8206,117.2272,NOx,247.91987199656012
2004-07-13 19:00:00,2004,7,13,19,31.8206,117.2272,NOx,314.123907351556
2004-07-13 20:00:00,2004,7,13,20,31.8206,117.2272,NOx,288.38283077519344
2004-07-13 21:00:00,2004,7,13,21,31.8206,117.2272,NOx,203.4959979357345
2004-07-13 22:00:00,2004,7,13,22,31.8206,117.2272,NOx,171.19159966526632
2004-07-13 23:00:00,2004,7,13,23,31.8206,117.2272,NOx,148.62813310807852
2004-07-14 00:00:00,2004,7,14,0,31.8206,117.2272,NOx,109.48858382851536
2004-07-14 01:00:00,2004,7,14,1,31.8206,117.2272,NOx,73.9563260276961
2004-07-14 02:00:00,2004,7,14,2,31.8206,117.2272,NOx,64.3848576141171
2004-07-14 03:00:00,2004,7,14,3,31.8206,117.2272,NOx,50.20550655116426
2004-07-14 04:00:00,2004,7,14,4,31.8206,117.2272,NOx,37.1032470770775
2004-07-14 05:00:00,2004,7,14,5,31.8206,117.2272,NOx,80.86739447122574
2004-07-14 06:00:00,2004,7,14,6,31.8206,117.2272,NOx,137.7754705080501
2004-07-14 07:00:00,2004,7,14,7,31.8206,117.2272,NOx,417.29411715089424
2004-07-14 08:00:00,2004,7,14,8,31.8206,117.2272,NOx,367.5263595164415
2004-07-14 09:00:00,2004,7,14,9,31.8206,117.2272,NOx,323.01348638425753
2004-07-14 10:00:00,2004,7,14,10,31.8206,117.2272,NOx,272.9196738162961
2004-07-14 11:00:00,2004,7,14,11,31.8206,117.2272,NOx,198.0652098219884
2004-07-14 12:00:00,2004,7,14,12,31.8206,117.2272,NOx,146.4673749460123
2004-07-14 13:00:00,2004,7,14,13,31.8206,117.2272,NOx,160.46616687657485
2004-07-14 14:00:00,2004,7,14,14,31.8206,117.2272,NOx,205.3199457609425
2004-07-14 15:00:00,2004,7,14,15,31.8206,117.2272,NOx,173.38751366206577
2004-07-14 16:00:00,2004,7,14,16,31.8206,117.2272,NOx,202.97801783826284
2004-07-14 17:00:00,2004,7,14,17,31.8206,117.2272,NOx,234.04080750079785
2004-07-14 18:00:00,2004,7,14,18,31.8206,117.2272,NOx,274.0165407516644
2004-07-14 19:00:00,2004,7,14,19,31.8206,117.2272,NOx,309.82005491616354
2004-07-14 20:00:00,2004,7,14,20,31.8206,117.2272,NOx,181.1671659975946
2004-07-14 21:00:00,2004,7,14,21,31.8206,117.2272,NOx,185.08745575411675
2004-07-14 22:00:00,2004,7,14,22,31.8206,117.2272,NOx,128.4804222205169
2004-07-14 23:00:00,2004,7,14,23,31.8206,117.2272,NOx,94.7331817346344
2004-07-15 00:00:00,2004,7,15,0,31.8206,117.2272,NOx,118.2941709415791
2004-07-15 01:00:00,2004,7,15,1,31.8206,117.2272,NOx,65.46327515007863
2004-07-15 02:00:00,2004,7,15,2,31.8206,117.2272,NOx,30.65589103625336
2004-07-15 03:00:00,2004,7,15,3,31.8206,117.2272,NOx,27.152236902602198
2004-07-15 04:00:00,2004,7,15,4,31.8206,117.2272,NOx,23.812584570036886
2004-07-15 05:00:00,2004,7,15,5,31.8206,117.2272,NOx,34.39947158644163
2004-07-15 06:00:00,2004,7,15,6,31.8206,117.2272,NOx,57.31641487820036
2004-07-15 07:00:00,2004,7,15,7,31.8206,117.2272,NOx,166.00491112331093
2004-07-15 08:00:00,2004,7,15,8,31.8206,117.2272,NOx,306.3823412556911
2004-07-15 09:00:00,2004,7,15,9,31.8206,117.2272,NOx,222.0274271098099
2004-07-15 10:00:00,2004,7,15,10,31.8206,117.2272,NOx,154.12716619619349
2004-07-15 11:00:00,2004,7,15,11,31.8206,117.2272,NOx,133.88312523642185
2004-07-15 12:00:00,2004,7,15,12,31.8206,117.2272,NOx,131.1544223189228
2004-07-15 13:00:00,2004,7,15,13,31.8206,117.2272,NOx,127.73527006480072
2004-07-15 14:00:00,2004,7,15,14,31.8206,117.2272,NOx,122.68596155262186
2004-07-15 15:00:00,2004,7,15,15,31.8206,117.2272,NOx,143.9039059368398
2004-07-15 16:00:00,2004,7,15,16,31.8206,117.2272,NOx,168.3938892475316
2004-07-15 17:00:00,2004,7,15,17,31.8206,117.2272,NOx,249.82992765268605
2004-07-15 18:00:00,2004,7,15,18,31.8206,117.2272,NOx,228.0090688960392
2004-07-15 19:00:00,2004,7,15,19,31.8206,117.2272,NOx,244.1951518124656
2004-07-15 20:00:00,2004,7,15,20,31.8206,117.2272,NOx,337.03583634723765
2004-07-15 21:00:00,2004,7,15,21,31.8206,117.2272,NOx,187.85401185410797
2004-07-15 22:00:00,2004,7,15,22,31.8206,117.2272,NOx,147.5664197567685
2004-07-15 23:00:00,2004,7,15,23,31.8206,117.2272,NOx,98.8857471557342
2004-07-16 00:00:00,2004,7,16,0,31.8206,117.2272,NOx,98.75060056754522
2004-07-16 01:00:00,2004,7,16,1,31.8206,117.2272,NOx,46.60515101603346
2004-07-16 02:00:00,2004,7,16,2,31.8206,117.2272,NOx,37.18456927486611
2004-07-16 03:00:00,2004,7,16,3,31.8206,117.2272,NOx,32.0209277035
2004-07-16 04:00:00,2004,7,16,4,31.8206,117.2272,NOx,30.82162907569513
2004-07-16 05:00:00,2004,7,16,5,31.8206,117.2272,NOx,54.1081990329963
2004-07-16 06:00:00,2004,7,16,6,31.8206,117.2272,NOx,50.01633832643682
2004-07-16 07:00:00,2004,7,16,7,31.8206,117.2272,NOx,180.3244789706424
2004-07-16 08:00:00,2004,7,16,8,31.8206,117.2272,NOx,304.9205130778277
2004-07-16 09:00:00,2004,7,16,9,31.8206,117.2272,NOx,263.96963307981014
2004-07-16 10:00:00,2004,7,16,10,31.8206,117.2272,NOx,194.30358468974623
2004-07-16 11:00:00,2004,7,16,11,31.8206,117.2272,NOx,196.14032615850613
2004-07-16 12:00:00,2004,7,16,12,31.8206,117.2272,NOx,160.08002526455368
2004-07-16 13:00:00,2004,7,16,13,31.8206,117.2272,NOx,115.55128172660513
2004-07-16 14:00:00,2004,7,16,14,31.8206,117.2272,NOx,161.21378445090593
2004-07-16 15:00:00,2004,7,16,15,31.8206,117.2272,NOx,108.75116866154742
2004-07-16 16:00:00,2004,7,16,16,31.8206,117.2272,NOx,192.3401203981373
2004-07-16 17:00:00,2004,7,16,17,31.8206,117.2272,NOx,246.9616899018827
2004-07-16 18:00:00,2004,7,16,18,31.8206,117.2272,NOx,273.19761881555405
2004-07-16 19:00:00,2004,7,16,19,31.8206,117.2272,NOx,277.44500992574893
2004-07-16 20:00:00,2004,7,16,20,31.8206,117.2272,NOx,271.5470557895513
2004-07-16 21:00:00,2004,7,16,21,31.8206,117.2272,NOx,194.8517093177902
2004-07-16 22:00:00,2004,7,16,22,31.8206,117.2272,NOx,148.61370848654792
2004-07-16 23:00:00,2004,7,16,23,31.8206,117.2272,NOx,148.79167289998978
2004-07-17 00:00:00,2004,7,17,0,31.8206,117.2272,NOx,126.6947795945335
2004-07-17 01:00:00,2004,7,17,1,31.8206,117.2272,NOx,96.03314499538288
2004-07-17 02:00:00,2004,7,17,2,31.8206,117.2272,NOx,68.9003666423481
2004-07-17 03:00:00,2004,7,17,3,31.8206,117.2272,NOx,61.005191831808624
2004-07-17 04:00:00,2004,7,17,4,31.8206,117.2272,NOx,57.161755350813245
2004-07-17 05:00:00,2004,7,17,5,31.8206,117.2272,NOx,48.06477153370062
2004-07-17 06:00:00,2004,7,17,6,31.8206,117.2272,NOx,50.67405338535358
2004-07-17 07:00:00,2004,7,17,7,31.8206,117.2272,NOx,79.50775115442329
2004-07-17 08:00:00,2004,7,17,8,31.8206,117.2272,NOx,168.7179706124409
2004-07-17 09:00:00,2004,7,17,9,31.8206,117.2272,NOx,142.85554138891536
2004-07-17 10:00:00,2004,7,17,10,31.8206,117.2272,NOx,164.71292245626307
2004-07-17 11:00:00,2004,7,17,11,31.8206,117.2272,NOx,119.67472794830748
2004-07-17 12:00:00,2004,7,17,12,31.8206,117.2272,NOx,74.70595828950697
2004-07-17 13:00:00,2004,7,17,13,31.8206,117.2272,NOx,78.47903642311461
2004-07-17 14:00:00,2004,7,17,14,31.8206,117.2272,NOx,46.9958118150015
2004-07-17 15:00:00,2004,7,17,15,31.8206,117.2272,NOx,55.76829095956422
2004-07-17 16:00:00,2004,7,17,16,31.8206,117.2272,NOx,70.01334688960048
2004-07-17 17:00:00,2004,7,17,17,31.8206,117.2272,NOx,83.93771295723153
2004-07-17 18:00:00,2004,7,17,18,31.8206,117.2272,NOx,65.68462759607644
2004-07-17 19:00:00,2004,7,17,19,31.8206,117.2272,NOx,93.1281670638986
2004-07-17 20:00:00,2004,7,17,20,31.8206,117.2272,NOx,102.24325074678872
2004-07-17 21:00:00,2004,7,17,21,31.8206,117.2272,NOx,87.44867359705397
2004-07-17 22:00:00,2004,7,17,22,31.8206,117.2272,NOx,102.07416253566475
2004-07-17 23:00:00,2004,7,17,23,31.8206,117.2272,NOx,122.66290056524204
2004-07-18 00:00:00,2004,7,18,0,31.8206,117.2272,NOx,130.57461594383074
2004-07-18 01:00:00,2004,7,18,1,31.8206,117.2272,NOx,56.32889551824744
2004-07-18 02:00:00,2004,7,18,2,31.8206,117.2272,NOx,44.96625204015332
2004-07-18 03:00:00,2004,7,18,3,31.8206,117.2272,NOx,40.713082484043206
2004-07-18 04:00:00,2004,7,18,4,31.8206,117.2272,NOx,35.035718657756384
2004-07-18 05:00:00,2004,7,18,5,31.8206,117.2272,NOx,31.71415086425508
2004-07-18 06:00:00,2004,7,18,6,31.8206,117.2272,NOx,51.06230480650665
2004-07-18 07:00:00,2004,7,18,7,31.8206,117.2272,NOx,37.937309282394125
2004-07-18 08:00:00,2004,7,18,8,31.8206,117.2272,NOx,82.63074082402952
2004-07-18 09:00:00,2004,7,18,9,31.8206,117.2272,NOx,88.80884500910821
2004-07-18 10:00:00,2004,7,18,10,31.8206,117.2272,NOx,82.07554122224076
2004-07-18 11:00:00,2004,7,18,11,31.8206,117.2272,NOx,70.91559953481334
2004-07-18 12:00:00,2004,7,18,12,31.8206,117.2272,NOx,44.956183842302806
2004-07-18 13:00:00,2004,7,18,13,31.8206,117.2272,NOx,38.9166070893961
2004-07-18 14:00:00,2004,7,18,14,31.8206,117.2272,NOx,28.32836591566384
2004-07-18 15:00:00,2004,7,18,15,31.8206,117.2272,NOx,45.10753871279708
2004-07-18 16:00:00,2004,7,18,16,31.8206,117.2272,NOx,50.72284020122184
2004-07-18 17:00:00,2004,7,18,17,31.8206,117.2272,NOx,37.10086979899701
2004-07-18 18:00:00,2004,7,18,18,31.8206,117.2272,NOx,40.492223095557904
2004-07-18 19:00:00,2004,7,18,19,31.8206,117.2272,NOx,48.18423240217595
2004-07-18 20:00:00,2004,7,18,20,31.8206,117.2272,NOx,68.57831723583902
2004-07-18 21:00:00,2004,7,18,21,31.8206,117.2272,NOx,99.65365002631157
2004-07-18 22:00:00,2004,7,18,22,31.8206,117.2272,NOx,119.35677180293258
2004-07-18 23:00:00,2004,7,18,23,31.8206,117.2272,NOx,106.34426060809626
2004-07-19 00:00:00,2004,7,19,0,31.8206,117.2272,NOx,67.35539407145548
2004-07-19 01:00:00,2004,7,19,1,31.8206,117.2272,NOx,41.26773516957038
2004-07-19 02:00:00,2004,7,19,2,31.8206,117.2272,NOx,33.423631855661775
2004-07-19 03:00:00,2004,7,19,3,31.8206,117.2272,NOx,31.88595152598874
2004-07-19 04:00:00,2004,7,19,4,31.8206,117.2272,NOx,31.97755379174744
2004-07-19 05:00:00,2004,7,19,5,31.8206,117.2272,NOx,77.43759405947111
2004-07-19 06:00:00,2004,7,19,6,31.8206,117.2272,NOx,110.5373712794466
2004-07-19 07:00:00,2004,7,19,7,31.8206,117.2272,NOx,253.65632251503132
2004-07-19 08:00:00,2004,7,19,8,31.8206,117.2272,NOx,321.32349553622043
2004-07-19 09:00:00,2004,7,19,9,31.8206,117.2272,NOx,254.8519526286137
2004-07-19 10:00:00,2004,7,19,10,31.8206,117.2272,NOx,271.4153845237172
2004-07-19 11:00:00,2004,7,19,11,31.8206,117.2272,NOx,236.7131094427699
2004-07-19 12:00:00,2004,7,19,12,31.8206,117.2272,NOx,182.45380912348003
2004-07-19 13:00:00,2004,7,19,13,31.8206,117.2272,NOx,117.31184057960913
2004-07-19 14:00:00,2004,7,19,14,31.8206,117.2272,NOx,95.75894756931028
2004-07-19 15:00:00,2004,7,19,15,31.8206,117.2272,NOx,111.72712771756872
2004-07-19 16:00:00,2004,7,19,16,31.8206,117.2272,NOx,106.8820402540564
2004-07-19 17:00:00,2004,7,19,17,31.8206,117.2272,NOx,143.98566301290003
2004-07-19 18:00:00,2004,7,19,18,31.8206,117.2272,NOx,210.3930527301571
2004-07-19 19:00:00,2004,7,19,19,31.8206,117.2272,NOx,192.00095697837415
2004-07-19 20:00:00,2004,7,19,20,31.8206,117.2272,NOx,128.79491108151612
2004-07-19 21:00:00,2004,7,19,21,31.8206,117.2272,NOx,128.05471879060616
2004-07-19 22:00:00,2004,7,19,22,31.8206,117.2272,NOx,126.17126194356196
2004-07-19 23:00:00,2004,7,19,23,31.8206,117.2272,NOx,74.93963170077365
2004-07-20 00:00:00,2004,7,20,0,31.8206,117.2272,NOx,74.009812866125
2004-07-20 01:00:00,2004,7,20,1,31.8206,117.2272,NOx,55.13621929841597
2004-07-20 02:00:00,2004,7,20,2,31.8206,117.2272,NOx,54.1671956098095
2004-07-20 03:00:00,2004,7,20,3,31.8206,117.2272,NOx,61.54089099778636
2004-07-20 04:00:00,2004,7,20,4,31.8206,117.2272,NOx,62.11229980236503
2004-07-20 05:00:00,2004,7,20,5,31.8206,117.2272,NOx,53.86597574955466
2004-07-20 06:00:00,2004,7,20,6,31.8206,117.2272,NOx,122.75449820574792
2004-07-20 07:00:00,2004,7,20,7,31.8206,117.2272,NOx,307.8730856827173
2004-07-20 08:00:00,2004,7,20,8,31.8206,117.2272,NOx,396.2848562624448
2004-07-20 09:00:00,2004,7,20,9,31.8206,117.2272,NOx,342.8481103583901
2004-07-20 10:00:00,2004,7,20,10,31.8206,117.2272,NOx,301.5799083811699
2004-07-20 11:00:00,2004,7,20,11,31.8206,117.2272,NOx,190.39147311507168
2004-07-20 12:00:00,2004,7,20,12,31.8206,117.2272,NOx,125.9848080504571
2004-07-20 13:00:00,2004,7,20,13,31.8206,117.2272,NOx,125.13149453089234
2004-07-20 14:00:00,2004,7,20,14,31.8206,117.2272,NOx,141.57650959446082
2004-07-20 15:00:00,2004,7,20,15,31.8206,117.2272,NOx,162.7709071426608
2004-07-20 16:00:00,2004,7,20,16,31.8206,117.2272,NOx,102.7723370521077
2004-07-20 17:00:00,2004,7,20,17,31.8206,117.2272,NOx,170.436833528671
2004-07-20 18:00:00,2004,7,20,18,31.8206,117.2272,NOx,142.4407871901521
2004-07-20 19:00:00,2004,7,20,19,31.8206,117.2272,NOx,92.43341291719324
2004-07-20 20:00:00,2004,7,20,20,31.8206,117.2272,NOx,128.97660864184385
2004-07-20 21:00:00,2004,7,20,21,31.8206,117.2272,NOx,99.1809089309369
2004-07-20 22:00:00,2004,7,20,22,31.8206,117.2272,NOx,105.40225257975597
2004-07-20 23:00:00,2004,7,20,23,31.8206,117.2272,NOx,129.3941962097755
2004-07-21 00:00:00,2004,7,21,0,31.8206,117.2272,NOx,95.60250652604417
2004-07-21 01:00:00,2004,7,21,1,31.8206,117.2272,NOx,53.22884210248509
2004-07-21 02:00:00,2004,7,21,2,31.8206,117.2272,NOx,45.67674901449882
2004-07-21 03:00:00,2004,7,21,3,31.8206,117.2272,NOx,32.49877105577281
2004-07-21 04:00:00,2004,7,21,4,31.8206,117.2272,NOx,19.82782136230701
2004-07-21 05:00:00,2004,7,21,5,36.6512,117.1201,NOx,73.29995215436306
2004-07-21 06:00:00,2004,7,21,6,36.6512,117.1201,NOx,82.92255952854639
2004-07-21 07:00:00,2004,7,21,7,36.6512,117.1201,NOx,161.3979755222652
2004-07-21 08:00:00,2004,7,21,8,36.6512,117.1201,NOx,297.26768334274806
2004-07-21 09:00:00,2004,7,21,9,36.6512,117.1201,NOx,202.14943683303304
2004-07-21 10:00:00,2004,7,21,10,36.6512,117.1201,NOx,271.8092364429303
2004-07-21 11:00:00,2004,7,21,11,36.6512,117.1201,NOx,213.43506632166367
2004-07-21 12:00:00,2004,7,21,12,36.6512,117.1201,NOx,141.02388739219265
2004-07-21 13:00:00,2004,7,21,13,36.6512,117.1201,NOx,110.17430770080088
2004-07-21 14:00:00,2004,7,21,14,36.6512,117.1201,NOx,68.71595090107847
2004-07-21 15:00:00,2004,7,21,15,36.6512,117.1201,NOx,96.72881482993172
2004-07-21 16:00:00,2004,7,21,16,36.6512,117.1201,NOx,94.73983775292064
2004-07-21 17:00:00,2004,7,21,17,36.6512,117.1201,NOx,88.91933434379742
2004-07-21 18:00:00,2004,7,21,18,36.6512,117.1201,NOx,118.25913169947373
2004-07-21 19:00:00,2004,7,21,19,36.6512,117.1201,NOx,172.40066476890047
2004-07-21 20:00:00,2004,7,21,20,36.6512,117.1201,NOx,157.01077254322635
2004-07-21 21:00:00,2004,7,21,21,36.6512,117.1201,NOx,118.78210820557898
2004-07-21 22:00:00,2004,7,21,22,36.6512,117.1201,NOx,129.86164560695136
2004-07-21 23:00:00,2004,7,21,23,36.6512,117.1201,NOx,121.47067983756696
2004-07-22 00:00:00,2004,7,22,0,36.6512,117.1201,NOx,115.6482307554936
2004-07-22 01:00:00,2004,7,22,1,36.6512,117.1201,NOx,63.17368599917149
2004-07-22 02:00:00,2004,7,22,2,36.6512,117.1201,NOx,48.05416170848754
2004-07-22 03:00:00,2004,7,22,3,36.6512,117.1201,NOx,63.76111737969252
2004-07-22 04:00:00,2004,7,22,4,36.6512,117.1201,NOx,70.93288316430024
2004-07-22 05:00:00,2004,7,22,5,36.6512,117.1201,NOx,47.09638573592728
2004-07-22 06:00:00,2004,7,22,6,36.6512,117.1201,NOx,55.358266906629005
2004-07-22 07:00:00,2004,7,22,7,36.6512,117.1201,NOx,304.1136332192191
2004-07-22 08:00:00,2004,7,22,8,36.6512,117.1201,NOx,346.1449246708586
2004-07-22 09:00:00,2004,7,22,9,36.6512,117.1201,NOx,262.71352694713505
2004-07-22 10:00:00,2004,7,22,10,36.6512,117.1201,NOx,257.54116423416764
2004-07-22 11:00:00,2004,7,22,11,36.6512,117.1201,NOx,161.71160322379777
2004-07-22 12:00:00,2004,7,22,12,36.6512,117.1201,NOx,138.6900982734862
2004-07-22 13:00:00,2004,7,22,13,36.6512,117.1201,NOx,120.646812784543
2004-07-22 14:00:00,2004,7,22,14,36.6512,117.1201,NOx,102.99817429298284
